canonical_product_link,product_name,brand_final,brand_source,category_primary,category_source,category_all,price,description_clean,item_ids,variant_count,page_rating,page_review_count,average_rating,rating_count,review_count,recommended_ratio,native_review_count,native_sampling_review_count,native_community_content_review_count,syndicated_review_count
https://www.ulta.com/p/airbrush-flawless-longwear-foundation-pimprod2044233,Airbrush Flawless Longwear Foundation,Charlotte Tilbury,structured,Foundation,source,"[""Foundation""]",49.0,"Charlotte's Airbrush Flawless Foundation is long-lasting, weightless, and a hybrid skincare-foundation - The secret to a flawless, poreless-looking, confident complexion. Details Benefits Key Ingredients Research Results Full Coverage Matte Finish Liquid Formula For Normal, Dry and Combination Skin Types REPLEXIUM: Helps to reduce the appearance of wrinkles. MossCellTec No. 1: Helps thoroughly hydrate skin. AirCool: Provides an immediate fresh feel on skin. When tested on 30 men and women: Moisture levels were boosted by 216% in 1 hour Tested on 311 men and women over 8 weeks: 97% agree skin feels cool after use 95% agree pores look reduced When tested on 22 women: Skin had limited exposure to everyday pollutants How To Use Apply with the Hollywood Complexion Brush (sold separately), blending outward from the center of your face for a flawless, airbrushed finish. Use a dime-size drop of the formula - a little goes a long way. Allow the foundation to dry down to see the true color on the skin. Ingredients Aqua/Water, Cyclopentasiloxane, Isododecane, PEG-10 Dimethicone, Propanediol, Polyglyceryl-4 Isostearate, Silica, Nylon-12, Phenoxyethanol, Disteardimonium Hectorite, Polysorbate 20, Dimethyl Isosorbide, Dimethicone Crosspolymer, Triethoxycaprylylsilane, Menthyl PCA, Sodium Dehydroacetate, Arginine Pca, Aluminum Hydroxide, Tocopheryl Acetate, Parfum (Fragrance), Isomalt, Sodium Phytate, Phaeodactylum Tricornutum Extract, Acetyl Tetrapeptide-11, Acetyl Tetrapeptide-9, Alcohol, Phytol, Alpha-Isomethyl Ionone, Benzyl Salicylate, Citronellol, Limonene, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499).","[""2624530""]",1,3.7,33.0,3.62,34,34,0.7,34,,0,0
https://www.ulta.com/p/airbrush-flawless-setting-spray-pimprod2043342,Airbrush Flawless Setting Spray,Charlotte Tilbury,description,Setting Spray & Powder,source,"[""Setting Spray & Powder""]",38.0,"Charlotte Tilbury's Airbrush Flawless Setting Spray is a hydrating, alcohol- and oil-free spray that weightlessly sets makeup for up to 16 hours without melting, fading, or settling into fine lines. Details Features Key Ingredients Research Results From Charlotte's award-winning Airbrush Flawless Finish collection. This multitasking, lightweight spray provides the perfect canvas for makeup application. Instantly locks in your look with a flawless, pore-blurring finish. It also features a delicate fresh floral scent. Film-Former Polymers: Form a strong but flexible, breathable film across the skin to keep makeup in place. Japanese Green Tea: Supports the natural moisture barrier for soft, hydrated skin. Aromatic Resin: Blurs the appearance of pores. In a 1-week test with 100 women: 94% agreed the product improves makeup longevity 99% agreed the product creates a weightless veil 96% agreed the product weightlessly sets your makeup How To Use Shake the bottle well. Hold six to eight inches away and mist over your entire face. Use before and after applying makeup. Precautions: Avoid contact with eyes. Close eyes before misting. Ingredients Aqua/Water/Eau, Amp-Acrylates/Allyl Methacrylate Copolymer, Pvp, Phenoxyethanol, Pentylene Glycol, Propanediol, Polysorbate 20, Citric Acid, Ethylhexylglycerin, Aloe Barbadensis (Aloe Vera) Leaf Juice Powder, Parfum (Fragrance), Potassium Sorbate, Glycerin, Caprylic/Capric Triglyceride, Camellia Oleifera Leaf Extract, Pistacia Lentiscus Gum, Hydrogenated Lecithin, Leuconostoc/Radish Root Ferment Filtrate, Phenethyl Alcohol (Preservative).","[""2619571""]",1,4.6,746.0,4.59,746,746,0.84,53,,0,693
https://www.ulta.com/p/airbrush-matte-bronzer-pimprod2043364,Airbrush Matte Bronzer,Charlotte Tilbury,structured,Bronzer,source,"[""Bronzer""]",58.0,"Charlotte Tilbury's Airbrush Matte Bronzer is an oversized natural matte bronzer in a refillable compact, infused with hyaluronic acid for a skin-perfecting bronzed filter for the face and body. Details Benefits Key Ingredients Formulated Without Charlotte created this bronzer to blend with the skin and warm the look of the complexion while blurring the appearance of any imperfections. It's perfect for an all-over face and body bronze or to define and contour. Hyaluronic Acid: Hydrates and helps skin appear softer and smoother. Micro-Fine Perfecting Powders: Deliver an invisibly thin, silky filter on the skin to add an increased depth of color and coverage. Microspheres: Provide long-wear pay off and a silky texture. Sulfates SLS and SLES. This product is also gluten-free. How To Use Apply to your face and body where the sun naturally tans - cheekbones, jawline, top of shoulders, collarbone, and to the center of your arms and legs. Use your skin-enhancing shade to add warmth to your face, neck, décolletage, the tops of shoulders, and down the center of your arms and legs. Use a deeper skin-sculpting shade to contour the neck on either side, shade above and below the collarbone, and shade down the center of the décolletage. Create the illusion of sculpted, contoured limbs by shading down the inner and outer sides of the arms and legs. Buff onto skin and blend with The Air-Brush (sold separately) for a natural-looking, sunkissed finish. Ingredients Talc, Mica, Methyl Methacrylate Crosspolymer, Dimethicone, Nylon-12, Silica, Zinc Stearate, Pentaerythrityl Tetraisostearate, Ethylhexylglycerin, Lauroyl Lysine, Potassium Sorbate, Dimethiconol, Hyaluronic Acid, Hydroxystearic Acid. May Contain: Iron Oxides (CI 77491, CI 77492, CI 77499).","[""2619611""]",1,4.6,8.0,4.67,9,9,1.0,9,,0,0
https://www.ulta.com/p/alight-multi-mineral-bb-cream-xlsImpprod13871063,Alight Multi-Mineral BB Cream,Pacifica,structured,BB & CC Creams,source,"[""BB & CC Creams""]",16.0,"Conscious Beauty at Ulta Beauty™ Vegan Clean Ingredients Cruelty Free Sustainable Packaging Brand Give Back Bare skin never looked (or felt) so good! Pacifica Alight BB Cream is an all-in-one weightless tint that hydrates with floral stem cells & hyaluronic acid. Details Benefits Sheer moisturizing skin tint with skincare benefits Hydrates, primes, illuminates and perfects, leaving a sheer bare skin finish Specialized mineral pigments adjust to your skin tone and allow one color to work for many Buildable formula blurs pores and evens skin tone Clean BB cream formulated without talc, parabens, phthalates or mineral oil 100% Vegan Cruelty-free How To Use SHAKE WELL. Apply to clean skin. Blend well in a circular motion. Sheer formula allows you to choose light coverage or build as you need. Ingredients Aqua, Caprylic/Capric Triglyceride, Jojoba Esters, Glycerin, Cetearyl Olivate, Sorbitan Sesquioleate, Mica, Iris Pallida (Sweet Iris) Leaf Cell Extract, Rosa Damascena Leaf Cell Extract, Cocos Nucifera (Coconut) Water, Laminaria Saccharina (Kelp) Extract, Sodium Hyaluronate, Withania Somnifera (Ginseng) Root Extract, Carthamus Tinctorius (Safflower) Seed Oil, Potassium Cetyl Phosphate, Hydroxyethylcellulose, Potassium Sorbate, Sodium Dehydroacetate, Sodium Benzoate, Citric Acid, Punica Granatum Pericarp (Pomegranate) Extract, Camellia Sinensis (White Tea) Extract, Aloe Barbadensis Leaf Juice, Benzyl Alcohol*, Amyl Cinnamal*, Linalool*, Parfum*. May Contain: Titanium Dioxide (CI 77891), Iron Oxides (CI 77492, CI 77491, CI 77499). *Scent Blend With Natural And/Or Essential Oils.","[""2557064""]",1,4.4,698.0,4.39,698,698,0.89,164,,0,534
https://www.ulta.com/p/all-a-blur-pore-perfecting-stick-pimprod2037798,All A Blur Pore-Perfecting Stick,Morphe 2,description,Face Primer,source,"[""Face Primer""]",13.0,"Swipe, blur, and go with the Morphe 2 All A Blur Pore-Perfecting Stick. This complexion stick is your fuss-free formula for visibly perfected skin. The lightweight and long-lasting clear balm minimizes the look of pores and fine lines, while helping keep shine controlled for a smoother finish. Details Benefits Research Results Contains antioxidant-rich vitamin E & lingonberry extract Minimizes the look of pores & fine lines Helps control shine, while leaving skin feeling comfortable Lightweight and long-lasting Can be worn on its own or as a makeup primer Dermatologist tested Noncomedogenic, nonacnegenic and suitable for all skin 100% of users said it left skin looking smoother* 100% of users said it felt lightweight on skin* 97% of users said it reduced the appearance of pores & fine lines* 97% of users said it felt comfortable throughout wear* 90% of users said it kept shine at bay* *Based on a U.S. clinical study of 30 consumers Ingredients Dimethicone, Synthetic Wax, Polymethylsilsesquioxane, Aluminum Starch Octenylsuccinate, Tridecyl Trimellitate, Isononyl Isononanoate, Silica, Synthetic Fluorphlogopite, Dimethicone/Vinyl Dimethicone Crosspolymer, Water (Aqua, Eau), Tocopheryl Acetate, Vaccinium Vitis-Idaea Seed Oil, Phenoxyethanol, Ethylhexylglycerin, Helianthus Annuus (Sunflower) Seed Oil, Rosmarinus Officinalis (Rosemary) Leaf Extract, Tocopherol.","[""2604612""]",1,3.1,10.0,3.1,10,10,0.6,4,,0,6
https://www.ulta.com/p/all-about-blur-blurring-smoothing-primer-pimprod2036960,All About The Blur Blurring & Smoothing Primer,Stila,description,Face Primer,source,"[""Face Primer""]",36.0,"Conscious Beauty at Ulta Beauty™ Cruelty Free Create that radiant, soft-focus skin with Stila's All About the Blur Blurring & Smoothing Primer. No filter needed! Details Features Key Ingredients Preps and primes for a smoother-looking, soft-focus effect on skin. Blurs imperfections, helps minimize the look of pores, and diffuses the appearance of fine lines, while hydrating and nourishing the skin and prolonging the wear of makeup. Provides a veil-like finish that enhances and replicates the look of bare skin. Contains Hyaluronic Acid, Vitamin E and a skin-nurturing Skin Blurring Complex. Good for all skin types. Formula infused with Agave Tequilana leaf extracts to soothe and smooth skin, helps reduce the appearance of wrinkles. Hyaluronic Acid - a skin conditioner that hydrates skin. Niacimide - a form of B-3 vitamin that improves skin appearance and overall health and texture. How To Use Apply to clean skin, starting at the center, and blend out with your fingertips or a firm brush. Use to prep skin before make-up, or on top of makeup for on-the-go touch-ups. Wear alone for a soft-focus, natural look. Ingredients Water/Aqua/Eau, Butylene Glycol, Propanediol, Dimethicone Crosspolymer, Glycerin, Sodium Acrylates Crosspolymer-2, Silica, Caprylyl Glycol, Ethylhexylglycerin, Maltose, Potassium Hydroxide, Carbomer, Dextrin, Niacinamide, Tocopheryl Acetate, Caprylic/Capric Triglyceride, Agave Tequilana Leaf Extract, Trisodium Ethylenediamine Disuccinate, Pisum Sativum (Pea) Extract, Sodium Hyaluronate, Benzyl Alcohol, Tocopherol, Chenopodium Quinoa Seed Extract, Sorbitan Trioleate, Potassium Sorbate, Sodium Benzoate, Aluminum Hydroxide, Alumina, Barium Sulfate, Apium Graveolens Seed Extract, Linum Usitatissimum (Linseed) Seed Oil, Sodium Sulfate, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499), Red 30 (CI 73360), Red 7 (CI 15850), Red 28 Lake (CI 45410), Yellow 5 Lake (CI 19140), Blue 1 Lake (CI 42090).","[""2603688""]",1,4.3,78.0,4.31,78,78,0.67,12,,0,66
https://www.ulta.com/p/all-about-blur-even-skin-balm-pimprod2043697,All About Blur! Even Skin Balm,Essence,description,Face Primer,source,"[""Face Primer""]",4.99,"Conscious Beauty at Ulta Beauty™ Vegan Cruelty Free Give Back Achieve a flawless complexion with the Essence All About Blur! Even Skin Balm. This velvety balm visibly reduces fine lines and pores, creating a smooth, even skin texture. Unleash your natural beauty with every application! Details Features Formulated Without Blurring skin balm Velvety texture Visibly reduces fine lines and pores Helps to achieve a flawless complexion Results in a smooth, even skin texture Cruelty free Animal by-product Fragrance Microplastic particles Oil Parabens How To Use Apply a thin, even layer of skin balm to moisturized skin prior to makeup application. Allow to set for 30 seconds before applying foundation. Ingredients Aqua (Water), Dimethicone, Dimethicone/Vinyl Dimethicone Crosspolymer, Glycerin, Polyglyceryl-6 Stearate, Zea Mays (Corn) Starch, Carbomer, Polyglyceryl-6 Behenate, Ethylhexylglycerin, Sodium Hydroxide, Phenoxyethanol.","[""2618292""]",1,3.9,8.0,3.88,8,8,0.0,8,,0,0
https://www.ulta.com/p/all-about-blur-instant-blurring-stick-pimprod2036961,All About The Blur Instant Blurring Stick,Stila,description,Face Primer,source,"[""Face Primer""]",30.0,"Conscious Beauty at Ulta Beauty™ Cruelty Free Ideal for last minute touch-ups, Stila's All About the Blur Instant Blurring Stick preps, primes, controls shine, and blur imperfections in an instant! Details Features Benefits Key Ingredients On-the-go blurring stick diffuses imperfections, minimizes the look of pores, and preps and primes skin, while prolonging makeup wear. Silky, creamy formula glides effortlessly and blends seamlessly to create an even canvas for make-up. Infused with Skin Blurring Complex, a nurturing antioxidant cocktail, Stila’s Blurring Stick instantly improves skin texture and controls shine, while giving skin a smooth overall appearance. The stick's universal color works on all skin tones and can be used alone for a natural, soft-focus look or under foundation for a flawless finish. 97% stated primer creates a flawless, shine-free canvas* 97% agreed primer smooths skin imperfections* 97% said primer preps/enhances/replicates natural skin* 97% stated primer helps makeup look better and last longer* 91% said primer minimizes/refines pores, fine lines, and wrinkles* 100% noticed primer feels comfortable & lightweight under foundation* 100% agreed formula feels lightweight and silky smooth on skin* Results observed in a customer survey. Rosemary Extracts an anti-inflammatory that helps absorb sebum excess. Sunflower Extracts: rich in Vitamin E, Sunflowers are known to strengthen the skin barriers and hydrate. Rice Bran Extracts: rich in Vitamin B and E, Rice Bran helps treat hyperpigmentation, purifies skin, and soothes complexion while helping reduce the appearance of fine lines and minimize pores. Formula suitable for all skin tones and normal-to-oily skin types. How To Use Simply swipe on and blend. Apply before foundation or use alone to even out texture on bare skin. Use as needed throughout the day for touch-ups. Ingredients Polyethylene, Dimethicone, Neopentyl Glycol Diethylhexanoate, Isononyl Isononanoate, Polymethylsilsesquioxane, Microcrystalline Wax/Cera Microcristallina/Cire Microcristalline, Caprylic/Capric Triglyceride, Silica, Cetyl Ethylhexanoate, Saccharomyces Ferment, Polysilicone-11, Oryza Sativa (Rice) Bran Extract, Coco-Caprylate/Caprate, Lauroyl Lysine, Helianthus Annuus (Sunflower) Extract, Caprylyl Glycol, Ethylhexylglycerin, Octyldodecanol, Tocopherol, Rosmarinus Officinalis (Rosemary) Leaf Extract, BHT, Iron Oxides (CI 77491, CI 77492).","[""2603689""]",1,3.9,44.0,3.93,44,44,0.7,8,,0,36
https://www.ulta.com/p/all-inclusive-eye-cheek-face-palette-pimprod2030331,"All-Inclusive Eye, Cheek & Face Palette",Milani,structured,Highlighter,source,"[""Highlighter""]",16.99,"Conscious Beauty at Ulta Beauty™ Cruelty Free Give Back Milani's ultra-wearable, pigment rich All-Inclusive Eye, Cheek & Face Palette in light to medium palette has 2 blush shades, 3 eyeshadows, a bronzer & a highlighter. It's the perfect everything-you-need palette. Details Features Benefits On-the-go face & eye palette to achieve a variety of looks 2 Blush Shades, 3 Eyeshadows, 1 Bronzer, 1 Highlighter Ultra-fine, buildable powder formulas Cruelty-Free How To Use For shadows: Sweep the medium shade all over the lid and in the crease. Create more definition by placing the darkest shade in the outer corner. Finish off with the lightest shade in the inner corner. Make sure to blend all shades together for a seamless, classic look. For bronzer: Sweep the bronze shade on the forehead, cheekbones, or down the nose for a touch of radiance. For blushes: Apply to the apples of the cheeks, building until desired look is achieved. For highlighter: For extra luminosity, apply the highlight shade on the high points of the face such as the cheek bones, brow bone, and tip of the nose. Ingredients SHADOW, Shade 1 and Shade 3 Mica, Aluminum Hydroxide, Pentaerythrityl Tetraisostearate, Aluminum Starch Octenylsuccinate, Boron Nitride, Dimethicone /Vinyl Dimethicone Crosspolymer, Silica, Bis-Diglyceryl Polyacyladipate-2, Dimethicone, Octyldodecyl Stearoyl Stearate, Phenoxyethanol, Ethylhexylglycerin, Tocopherol, May Contain (+/-): Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499), Red 40 Lake (CI 16035), Manganese Violet (CI 77742), Yellow 5 Lake (CI 19140), Carmine (CI 75470) SHADOW, Shade 2 Synthetic Fluorphlogopite, Octyldodecyl Stearoyl Stearate, Dimethicone, Pentaerythrityl Tetraisostearate, Mica, Phenoxyethanol, Silica, Ethylhexylglycerin, Aluminum Hydroxide, Tin Oxide, Tocopherol, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77499), Red 40 Lake (CI 16035), Carmine (CI 75470), Ultramarines (CI 77007). BLUSH - Shade 1. DO NOT USE IN EYE AREA Mica, Octyldodecyl Stearoyl Stearate, Bis-Diglyceryl Polyacyladipate-2, Dimethicone, Pentaerythrityl Tetraisostearate, Phenoxyethanol, Silica, Ethylhexylglycerin, Aluminum Hydroxide, Tocopherol, Titanium Dioxide (CI 77891), Iron Oxides (CI 77492, CI 77499), Red 7 Lake (CI 15850), Yellow 6 Lake (CI 15985) BLUSH - Shade 2. DO NOT USE IN EYE AREA Mica, Pentaerythrityl Tetraisostearate, Bis-Diglyceryl Polyacyladipate-2, Dimethicone, Octyldodecyl Stearoyl Stearate, Aluminum Starch Octenylsuccinate, Dimethicone /Vinyl Dimethicone Crosspolymer, Silica, Phenoxyethanol, Ethylhexylglycerin, Aluminum Hydroxide, Tocopherol, Titanium Dioxide (CI 77891), Iron Oxides (CI 77492, CI 77499), Red 7 Lake (CI 15850), Red 40 Lake (CI 16035), Ultramarines (CI 77007) HIGHLIGHTER Mica, Synthetic Fluorphlogopite, Octyldodecyl Stearoyl Stearate, Bis-Diglyceryl Polyacyladipate-2, Dimethicone, Pentaerythrityl Tetraisostearate, Phenoxyethanol, Silica, Ethylhexylglycerin, Tocopherol, Tin Oxide, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499). BRONZER Mica, Pentaerythrityl Tetraisostearate, Bis-Diglyceryl Polyacyladipate-2, Dimethicone, Octyldodecyl Stearoyl Stearate, Aluminum Starch Octenylsuccinate, Dimethicone /Vinyl Dimethicone Crosspolymer, Silica, Phenoxyethanol, Ethylhexylglycerin, Tocopherol, Iron Oxides (CI 77491, CI 77492, CI 77499).","[""2590468""]",1,4.6,308.0,4.63,308,308,0.93,31,,0,277
https://www.ulta.com/p/all-nighter-extra-glow-dewy-setting-spray-pimprod2017480,All Nighter Extra Glow Dewy Setting Spray,Urban Decay Cosmetics,description,Setting Spray & Powder,source,"[""Setting Spray & Powder""]",36.0,"Conscious Beauty at Ulta Beauty™ Vegan Clean Ingredients Cruelty Free Urban Decay All Nighter Extra Glow Dewy Setting Spray for dry skin is infused with hyaluronic acid & agave extract to lock in your makeup all day with a dewy finish. Details Features Benefits Research Results Set your makeup all day with the All Nighter Extra Glow Dewy Setting Spray. Lock in your makeup look with this microfine finishing spray that ensures all-day flawless makeup that won't settle into fine lines, melt, or fade. Featuring patented Temperature Control Technology, this setting and finishing mist for dry skin actually lowers the temperature of your makeup to lock in your look, from foundation and concealer, to eyeshadow and blush - and your skin will feel more hydrated and recharged. Infused with hydrating ingredients like hyaluronic acid and agave extract, this dewy setting spray leaves skin feeling moisturized and refreshed while setting your glowy makeup look all day. Mist setting spray over foundation, concealer, face makeup and eye makeup for fade-proof, long-lasting makeup looks that last all day long. Works as a makeup finishing spray, leaving a natural glowy look to the skin that lasts all day. Suitable for all skin types, including normal skin and dry skin. Oil-free & paraben-free Cruelty-free & vegan In a consumer study of All Nighter Extra Glow Dewy Setting Spray:* 85% of participants said their skin felt soothed with moisture. 83% said the product made their skin looked radiant. *Based on a 103-person study. How To Use • Shake setting spray well to activate the formula. Spray in an ""X"" and ""T"" formation repeatedly (about 3-5 times) until face is fully saturated. •Spray your eyeshadow brush with All Nighter Extra Glow Dewy Setting Spray before dipping into shadow for more vibrant, long-lasting color. •Mist a foundation brush or blending sponge with All Nighter before applying foundation or tinted moisturizer for even longer wear. •Create a liquid liner by dipping an angled eyeliner brush into eyeshadow and mixing with All Nighter Setting Spray. Ingredients Aqua / Water / Eau, Alcohol Denat., Ppg-3 Benzyl Ether Myristate, Pvp, Glycerin, Xylitol, Dimethicone Peg-7 Phosphate, Phenyl Trimethicone, Polyhydroxystearic Acid, Dipropylene Glycol, Glycereth-5 Lactate, Isononyl Isononanoate, Ethylhexyl Isononanoate, Caprylyl Glycol, Sodium Cocamidopropyl Pg-Dimonium Chloride Phosphate, Phenylpropanol, Sodium Hydroxide, Methyl Diisopropyl Propionamide, Propanediol, Agave Tequilana Leaf Extract, Parfum / Fragrance, Aloe Barbadensis Leaf Juice Powder, Maltodextrin, Poloxamer 407, Phenoxyethanol, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Sodium Hyaluronate, Tocopherol, Potassium Sorbate, Sodium Benzoate","[""2567751""]",1,4.6,476.0,4.55,476,476,0.8,79,,0,397
https://www.ulta.com/p/all-nighter-extra-glow-makeup-primer-pimprod2017479,All Nighter Extra Glow Makeup Primer,Urban Decay Cosmetics,description,Face Primer,source,"[""Face Primer""]",39.0,"Conscious Beauty at Ulta Beauty™ Vegan Clean Ingredients Cruelty Free Urban Decay All Nighter Extra Glow Makeup Primer is a hydrating primer with hyaluronic acid and agave extract for a dewy finish that lasts up to 12 hours. Details Benefits Features This long-lasting vegan makeup facial primer creates a glowing canvas to grip foundation for up to 12 hours giving the ultimate staying power to your glowy makeup look. Made with hyaluronic acid and agave extract, this clear gel delivers an effortlessly dewy finish and a fresh glow while infusing skin with hydration, making it the only product you need for a glowing finish. Wear it alone for refreshed, moisturized skin, or layered under face makeup to create a long-lasting dewy finish. Paraben-free Vegan Cruelty-free How To Use Apply face primer using a small dime-sized droplet and evenly distribute onto the skin. For hydrated, refreshed skin, wear it solo. It's the only product you need for a glowing finish. Apply before foundation to help grip your makeup look for added staying power and a long-lasting youthful glow. Mix with your favorite foundation or concealer for a perfectly sheer, dewy skin perfector. Ingredients Aqua / Water / Eau, Glycerin, Glycereth-7 Trimethyl Ether, Xylitylglucoside, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Anhydroxylitol, Xylitol, Phenoxyethanol, Vp/Va Copolymer, Butylene Glycol, Agave Tequilana Leaf Extract, Sodium Hyaluronate, Ethylhexylglycerin, T-Butyl Alcohol, Caprylyl Glycol, Hexylene Glycol, Sodium Hydroxide.","[""2567750""]",1,4.4,439.0,4.42,439,439,0.8,65,,0,374
https://www.ulta.com/p/all-nighter-face-makeup-primer-pimprod2012121,All Nighter Face Makeup Primer,Urban Decay Cosmetics,description,Face Primer,source,"[""Face Primer""]",39.0,"Conscious Beauty at Ulta Beauty™ Vegan Clean Ingredients Cruelty Free Urban Decay All Nighter Longwear Face Makeup Primer is a smoothing and hydrating face primer for long lasting foundation and face makeup. Details Benefits Features A foundation primer and face makeup primer that keeps makeup in place for up to 8 hours. Reduces the appearance of fine lines and wrinkles while boosting skin radiance and hydration for a flawless makeup look. Lightweight and quick absorption leaves skin feeling smooth, hydrated, and slightly lifted. Suitable for all skin types, even as a primer for oily skin and a primer for combination skin. Paraben-free Vegan Cruelty-free How To Use Smooth over clean, moisturized skin with fingertips or a brush and evenly blend from the center of the face in an outward motion. Wear it alone, or with your favorite concealer or foundation for smoother, hydrated skin. Boosts the staying power of your foundation and complexion products for up to 8 hours when applied first. Ingredients Aqua/Water/Eau, Butylene Glycol, Polyacrylamide, Ethylhexyl Palmitate, Glycerin, C13-14 Isoparaffin, Phenoxyethanol, Caprylyl Glycol, Pullulan, Laureth-7, Tocopheryl Acetate, Tetrahexyldecyl Ascorbate, Silica Dimethyl Silylate [nano] / Silica Dimethyl Silylate, Nannochloropsis Oculata Extract, Carbomer, Sodium Lactate, Potassium Sorbate, Triethanolamine, Sodium Benzoate, Litchi Chinensis Pericarp Extract, Polysorbate 20, Sodium Hyaluronate, Hexylene Glycol, Palmitoyl Tripeptide-1, Palmitoyl Tetrapeptide-7.","[""2556532""]",1,4.5,1814.0,4.45,1814,1814,0.9,614,,0,1200
https://www.ulta.com/p/all-nighter-hyaluronic-acid-dewy-setting-spray-pimprod2045031,All Nighter Hyaluronic Acid Dewy Setting Spray,Urban Decay Cosmetics,description,Setting Spray & Powder,source,"[""Setting Spray & Powder""]",36.0,"Conscious Beauty at Ulta Beauty™ Vegan Clean Ingredients Cruelty Free Urban Decay's All Nighter Hyaluronic Acid Setting Spray is a waterproof fixing mist that gives a luminous, glowy finish. Formulated with Hyaluronic Acid and watermelon extract, this spray hydrates skin and has a fresh scent, and the iconic longwear formula keeps makeup looking fresh up to 16 hours. Details Benefits Key Ingredients Research Results Dewy finish for a luminous glow Instant, all-day hydration Skin looks bouncy and feels plump Waterproof formula It's Gonna Stay: Locks makeup in place for up to 16 hours Smudge-, sweat-, and transfer-resistant Prevents makeup from cracking, fading, or flaking Boosts makeup vibrancy Micro-mist gives a smooth, even application Works with all skin types: including dry skin and sensitive skin Dermatologist tested for safety Allergy tested for safety Cruelty free: as always cool, not cruel Hyaluronic Acid: known to help skin retain moisture Watermelon Fruit Extract: for a light, refreshing scent Oil- free & Silicone-free Vegan formula** 90% of users said skin feels fresh all day 86% of users said product doesn’t feel sticky 83% of users said product provides a dewy finish ***Based on an 8-day study of people using the product daily How To Use Shake the bottle well. Holding the bottle 8 to 10 inches away from your face, mist in an ""X"" and ""T"" formation 2 to 4 times, until your face is fully covered. You can apply All Nighter Hyaluronic Setting Spray on your bare face for extra moisture, before makeup as a primer, and at the end of your makeup routine to lock in your look for up to 16 hours. PRO TIPS: Ingredients Aqua / Water / Eau, Alcohol Denat., Glycerin,Pvp, Amp-Acrylates/Allyl, Methacrylate Copolymer, Phenoxyethanol, Diisopropyl Adipate, Ethylhexyl Palmitate, Chlorphenesin, Triethanolamine, Parfum / Fragrance, Trihydroxystearin, Citrullus Lanatus, Fruit Extract / Watermelon Fruit Extract, Sodium Hyaluronate, Glucomannan","[""2623551""]",1,4.7,450.0,4.69,450,450,0.33,21,,0,429
https://www.ulta.com/p/all-nighter-liquid-full-coverage-foundation-xlsImpprod14491015,All Nighter Liquid Full Coverage Foundation,Urban Decay Cosmetics,structured,Foundation,source,"[""Foundation""]",40.0,"Conscious Beauty at Ulta Beauty™ Cruelty Free Urban Decay All Nighter Liquid Full Coverage Foundation is a matte finish, waterproof foundation for oily skin and combination skin. Details Benefits Features An oil free foundation for full coverage that is waterproof and transfer resistant. Superior foundation coverage for concealing acne, scars, skin discolorations and more to create a flawless face makeup look. Features a matte foundation formula that absorbs oil to prevent the look of shiny skin all day long. Long lasting foundation for combination skin and oily skin. Oil-free Paraben-free Cruelty-free How To Use The formula always applies beautifully, but for your most perfected complexion apply with one of the UD Pro foundation brushes by Urban Decay. For even longer wear, set with UD's All Nighter Makeup Setting Spray. Ingredients Cyclopentasiloxane, Aqua (Water/Eau), Methyl Methacrylate Crosspolymer, Dimethicone, Isododecane, Butylene Glycol, Acrylates/Dimethicone Copolymer, PEG/PPG-18/18 Dimethicone, Phenyl Trimethicone, Magnesium Sulfate, Lauryl Polyglyceryl-3 Polydimethylsiloxyethyl Dimethicone, Phenoxyethanol, Dimethicone Crosspolymer, Disteardimonium Hectorite, Triethoxysilylethyl Polydimethylsiloxyethyl Dimethicone, Isopropyl Titanium Triisostearate, Dimethicone Crosspolymer-3, Propylene Carbonate, Tocopherol. May Contain: CI 77891 (Titanium Dioxide), CI 77491/77492/77499 (Iron Oxides).","[""2306382""]",1,,4510.0,4.0,4510,4510,0.78,4510,,0,0
